rank,total_score,relevance,usability,authority,resource_richness,freshness,category,source,domain,title,url,tags,topic,query,summary
115,55.28,48.0,70.0,60.0,34.0,55.0,开源代码,juejin,juejin.cn,bpmn.js 进阶指南 - MiyueFE的专栏 - 掘金,https://juejin.cn/column/6964382482007490590,技术文档|开源代码,展陈运营与讲解员SOP,site:juejin.cn interactive installation reset procedure museum staff,【开源代码】bpmn.js 进阶指南 - MiyueFE的专栏 - 掘金 | 来源:juejin | 站点:juejin.cn | 提供:技术文档、开源代码 | 相关词:开源、github、模板 | 摘要:bpmn.js中文全面进阶文档，可配合代码食用~ vue2：https://github.com/miyuesc/bpmn-process-designer vue3：https://github.com/moon-studio/vite-vue-bpmn-process.
116,55.22,36,72.0,58.0,66,55.0,三维模型,zhihu,www.zhihu.com,Link to zhihu.com,https://www.zhihu.com/education/training/sku-detail/1712479323750084609?edu_sku_id=1712479323750084609&education_channel_code=zxtWeb-ecaf1aef48542e79,模型|技术文档|数据集|SDK/API|可下载资源|涉及授权/版权,创作透明化与AI搭档认知,site:zhihu.com black box AI vs transparent AI education children,【三维模型】Link to zhihu.com | 来源:zhihu | 站点:www.zhihu.com | 提供:模型、技术文档、数据集、SDK/API、可下载资源、涉及授权/版权 | 相关词:api、ai、大模型 | 摘要:The site owner hides the web page description.
117,55.14,56.0,62.0,58.0,32.0,55.0,商业方案,zhihu,www.zhihu.com,zhihu.com/lives/822075385134067712,https://www.zhihu.com/lives/822075385134067712,技术文档|SDK/API|涉及授权/版权,博物馆儿童互动展项UX,site:zhihu.com museum interactive exhibit children UX design principles,"【商业方案】zhihu.com/lives/822075385134067712 | 来源:zhihu | 站点:www.zhihu.com | 提供:技术文档、SDK/API、涉及授权/版权 | 相关词:3d、api、ai | 摘要:Recently recommended content-based App information flow design""."
118,54.94,60,48.0,62.0,22,95.0,三维模型,csdn,blog.csdn.net,儿童注意力激发实验：AI生成图效果对比部署案例,https://blog.csdn.net/weixin_42465140/article/details/157242525?ops_request_misc=elastic_search_misc&request_id=5c7b10bd6c4c4ddc8fd31eb87ceffe59&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-5-157242525-null-null.142^v102^pc_search_result_base1&utm_term=%E5%84%BF%E7%AB%A5%20%E7%9C%8B%E8%A7%81%20AI%20%E5%86%99%E4%BB%A3%E7%A0%81%20%E5%AD%A6%E4%B9%A0%20%E6%95%88%E6%9E%9C,模型|教程,创作透明化与AI搭档认知,儿童 看见 AI 写代码 学习 效果,【三维模型】儿童注意力激发实验：AI生成图效果对比部署案例 | 来源:csdn | 站点:blog.csdn.net | 提供:模型、教程 | 相关词:ai、大模型、生成 | 摘要:本文介绍基于通义千问大模型的<em>AI</em>图像生成工具Cute_Animal_For_Kids_Qwen_Image，专为<em>儿童</em>教育场景设计，可在ComfyUI平台快速部署。通过生成可爱、安全、风格统一的动物图像，有效提升<em>儿童</em>注意力与情感互动，适用于教学、家庭干预及创意拓展等多种应用。
119,54.72,56.0,62.0,60.0,26.0,55.0,三维模型,juejin,juejin.cn,六一特辑丨 8 岁小程序员献礼儿童节：我 DIY...,https://juejin.cn/post/6968269541315248142,技术文档|SDK/API,少儿游戏创作用户痛点,site:juejin.cn 儿童 编程 独立做项目 家长 期望,【三维模型】六一特辑丨 8 岁小程序员献礼儿童节：我 DIY... | 来源:juejin | 站点:juejin.cn | 提供:技术文档、SDK/API | 相关词:3d、api、游戏、闯关 | 摘要:本文分享自华为云社区《六一特辑丨8岁小程序员献礼儿童节：我DIY了聊天机器人，做3Dprinter，还想和外星人对话！》，原文作者：技术火炬手。 小朋友的儿童节一般怎么过？
120,54.5,60.0,58.0,62.0,20.0,55.0,教程视频,csdn,wenku.csdn.net,【scratch2.0少儿编程-游戏原型-动画-项目源码】40[球球大作战].zip,https://wenku.csdn.net/doc/bgwg79ffttrg?ops_request_misc=elastic_search_misc&request_id=dec41d9cf25644019899ff89c681890c&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-3-bgwg79ffttrg-null-null.142^v102^pc_search_result_base1&utm_term=Scratch%20%E5%B0%91%E5%84%BF%20%E6%B8%B8%E6%88%8F%E5%88%9B%E4%BD%9C%2040%E5%88%86%E9%92%9F%20%E8%AF%BE%E5%A0%82%20%E8%AE%BE%E8%AE%A1,教程|可下载资源|涉及授权/版权,少儿游戏创作用户痛点,Scratch 少儿 游戏创作 40分钟 课堂 设计,【教程视频】【scratch2.0少儿编程-游戏原型-动画-项目源码】40[球球大作战].zip | 来源:csdn | 站点:wenku.csdn.net | 提供:教程、可下载资源、涉及授权/版权 | 相关词:三维、游戏、少儿 | 摘要:根据给定文件信息，我们将详细解读涉及的知识点：### 标题分析：- **<em>Scratch</em>2.0<em>少儿</em>编程**：<em>Scratch</em>2.0是一种由麻省理工学院媒体实验室开发的图形化编程工具，特别<em>设计</em>给年龄为8至16岁的儿童用于学习编程和计算机思维。它通过拖拽编程块（类似于积木）的方式来构建程序，让孩子们可以创建故事、<em>游戏</em>
121,54.44,72.0,48.0,60.0,12.0,55.0,教程视频,juejin,juejin.cn,juejin.cn/post/6844903424895483912,https://juejin.cn/post/6844903424895483912,教程|涉及授权/版权,少儿游戏创作用户痛点,site:juejin.cn 图形化编程 游戏化 儿童 注意力 时长,【教程视频】juejin.cn/post/6844903424895483912 | 来源:juejin | 站点:juejin.cn | 提供:教程、涉及授权/版权 | 相关词:游戏、game、小游戏、关卡、生成 | 摘要:我写了本免费的书《Invent Your Own Computer Games with Python》，通过很多独立小游戏（Tic Tac Toe、Hangman 等）的完整源码，来展示编程的概念。 需要注意的是，你孩子所热爱的这些游戏，不一定适合作为入门学习的编程项目。
122,53.92,64.0,53.0,70.0,6.0,55.0,教程视频,bilibili,www.bilibili.com,多媒体互动案例分享_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1wiQ3YzEox/,教程,博物馆儿童互动展项UX,site:bilibili.com 科技馆 互动 低门槛 短循环 体验设计,"【教程视频】多媒体互动案例分享_哔哩哔哩_bilibili | 来源:bilibili | 站点:www.bilibili.com | 提供:教程 | 相关词:体感、游戏、小游戏、bilibili | 摘要:March 14, 2025 - 你还在忍受单调乏味的展示方式吗？多媒体互动，为你带来前所未有的体验革新！ 想象一下，踏入科技馆，双脚轻点，脚下瞬间绽放出如梦似幻的花朵，逼真的视觉效果与新奇的互动体验，让你仿佛置身于奇幻世界。体感技术的运用，让你无需接触设备，就能沉浸式感受科技与自然的完美交融。 走进商业中心，一块神奇的互动大屏吸引众人目光。只需简单挥动手臂，就能轻松切换商品展示，获取详尽信息，还"
123,53.66,48.0,62.0,62.0,38.0,55.0,三维模型,csdn,wenku.csdn.net,行业文档-设计装置-一种手串线方式装订的书本.zip,https://wenku.csdn.net/doc/17pqgwb3cw?ops_request_misc=elastic_search_misc&request_id=15487bd4696b489580a597802c80cb86&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-2-17pqgwb3cw-null-null.142^v102^pc_search_result_base2&utm_term=%E5%8D%9A%E7%89%A9%E9%A6%86%20%E4%BA%92%E5%8A%A8%E5%B1%95%E9%A1%B9%20%E5%A4%8D%E4%BD%8D%20%E8%AE%B2%E8%A7%A3%E5%91%98%20%E6%93%8D%E4%BD%9C%20SOP,模型|技术文档|可下载资源,展陈运营与讲解员SOP,博物馆 互动展项 复位 讲解员 操作 SOP,【三维模型】行业文档-设计装置-一种手串线方式装订的书本.zip | 来源:csdn | 站点:wenku.csdn.net | 提供:模型、技术文档、可下载资源 | 相关词:三维、反馈 | 摘要:“手串线方式装订的书本”是一种融合传统线装工艺与现代设计思维的创新型书籍装帧技术，其核心在于借鉴中国传统手工线装（如四眼线装、五眼线装、龟甲装、蝴蝶装等）中“穿引缠绕、环扣互锁”的力学逻辑，并将其创造性地转化为一种类“手串式”的线序结构——即以单根韧性极强的装订线（如涤纶丝线、蜡线、真丝线或高强尼龙线）贯穿书芯各叠页与封面，通过多点穿引、回环打结、交叉绕线等方式，形成类似手链、佛珠串饰中“珠—线—
124,53.24,72.0,40.0,60.0,22.0,55.0,商业方案,juejin,juejin.cn,如何成为TikTok 小游戏开发者？,https://juejin.cn/post/7611465519518056489,模型|涉及授权/版权,K12用户画像与亲子研学需求,site:juejin.cn 小小游戏设计师 儿童 创作 教育,"【商业方案】如何成为TikTok 小游戏开发者？ | 来源:juejin | 站点:juejin.cn | 提供:模型、涉及授权/版权 | 相关词:游戏、小游戏、ai、数值、模板、程序化 | 摘要:February 27, 2026 - We cannot provide a description for this page right now"
125,53.24,60.0,53.0,70.0,12.0,55.0,教程视频,bilibili,www.bilibili.com,scratch基础入门（26课）_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1ti421X7pe/,教程|涉及授权/版权,少儿游戏创作用户痛点,site:bilibili.com Scratch 少儿 游戏创作 40分钟 课堂 设计,"【教程视频】scratch基础入门（26课）_哔哩哔哩_bilibili | 来源:bilibili | 站点:www.bilibili.com | 提供:教程、涉及授权/版权 | 相关词:游戏、少儿、bilibili | 摘要:May 16, 2024 - Scratch是一款由麻省理工学院（MIT） 设计开发的青少年编程工具。特点是：入门门槛低，功能强大，知识丰富。孩子们可以通过搭建积木的方式构建程序。Scratch软件并不是一款游戏，而是一款可以充满趣味性的图形化编程软件。程序已经被模块化为一个个积木，孩子们可以轻松制作动画、游戏，展示自己的思想。制作完成的程序还可以与全世界的孩子分享，加强孩子兴趣的持久力。兴趣是一"
126,52.98,60.0,58.0,62.0,14.0,45.0,教程视频,csdn,download.csdn.net,40-球球大作战-少儿编程scratch项目源代码文件案例素材.zip,https://download.csdn.net/download/qq_27489007/86917923?ops_request_misc=elastic_search_misc&request_id=dec41d9cf25644019899ff89c681890c&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-4-86917923-null-null.142^v102^pc_search_result_base1&utm_term=Scratch%20%E5%B0%91%E5%84%BF%20%E6%B8%B8%E6%88%8F%E5%88%9B%E4%BD%9C%2040%E5%88%86%E9%92%9F%20%E8%AF%BE%E5%A0%82%20%E8%AE%BE%E8%AE%A1,教程|可下载资源,少儿游戏创作用户痛点,Scratch 少儿 游戏创作 40分钟 课堂 设计,"【教程视频】40-球球大作战-少儿编程scratch项目源代码文件案例素材.zip | 来源:csdn | 站点:download.csdn.net | 提供:教程、可下载资源 | 相关词:游戏、少儿、教程 | 摘要:数字“<em>40</em>”可能代表课程编号或项目的序列号，表明这可能是系列教程的一部分。""球球大作战""是一个流行的多人在线<em>游戏</em>，这里的版本是为<em>少儿</em>编程<em>设计</em>的，旨在通过<em>游戏</em>化的学习方式教授编程基础知识。"
127,52.76,48.0,63.0,70.0,18.0,55.0,教程视频,bilibili,game.bilibili.com,bilibiligame客服服务-PC,https://game.bilibili.com/sdk/cs-pc/,教程|SDK/API,博物馆儿童互动展项UX,site:bilibili.com game-based learning exhibit museum low barrier entry,【教程视频】bilibiligame客服服务-PC | 来源:bilibili | 站点:game.bilibili.com | 提供:教程、SDK/API | 相关词:游戏、game、bilibili | 摘要:本网络游戏适合年满18岁（含）以上的玩家使用. 抵制不良游戏 拒绝盗版游戏 注意自我保护 谨防受骗上当 适度游戏益脑 沉迷游戏伤身 合理安排时间 享受健康生活. 上海宽娱数码科技有限公司 | COPYRIGHT © 2009-2026 BILIBILI ALL RIGHTS RESERVED. 互联网ICP备案：沪ICP备...
128,52.75,76.0,40.0,65.0,0.0,55.0,其他,web,paooo.com,ChatGPT + Midjourney 3分钟生成儿童绘本，帮你实现 AI 变现落地,https://paooo.com/ai-course/5302/,,AI教育体验馆对标,AI创作工坊 儿童 手势 绘画 展陈,【其他】ChatGPT + Midjourney 3分钟生成儿童绘本，帮你实现 AI 变现落地 | 来源:web | 站点:paooo.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai、gpt、生成 | 摘要:ChatGPT + Midjourney 3分钟生成儿童绘本，帮你实现 AI 变现落地. lilizhu. 最近更新: 2026年5月23日 下午6:49.TAGGED:AI绘本 AI绘画 Midjourney prompt 儿童绘本. 分享. Email 复制链接 打印.
129,52.7,60,52.0,62.0,20,55.0,体感手势,csdn,wenku.csdn.net,"3)A digital clock consists of a screen to display the time and a dial for setting in turn the year, month, day, hour and minute. Twisting the dial to the left reduces by one the value being changed but twisting it to the right increases it by one. Pushing the dial alters which value is being adjusted. At first, it is the year but after the dial is pushed once, it is the month, then after the dial is pushed again, it is the day and so on. Imagine the clock is represented by a class with attributes year, month, day etc. The following is what the code for a method rotateDialLeft() might look like. public void rotateDialLeft() { if (mode == YEAR_MODE) { year--; } else if (mode == MONTH_MODE) { month--; } else if (mode == DAY_MODE) { day--; } else if (mode == HOUR_MODE) { hour--; } else if (mode == MINUTE_MODE) { minute--; } } The code for rotateDialRight() is similar. Apply the Open-Closed Principle to explain why the above code is unsatisfactory from the design viewpoint, considering the possibility of future change to the code, giving an example of such a change. 5)Give the code required for the classes introduced in question 3), focusing on the code for a method selectState() which changes the value that is being adjusted from years to months. Make it clear in which classes the code is to be found. Assume the existence of other methods that are needed such as getMonthSetUpState(). 8)Suppose that in a multiplayer role-playing game, a class Client has a dependency to an interface Fighter with public methods attack(), defend() and escape(). The game designer now wishes for Client to use a class Wizard with three different but equivalent public methods castDestructionSpell(), shield() and portal(). Explain how it is possible to do this using an appropriate design pattern.",https://wenku.csdn.net/answer/3e0b73ca7c60499b9333bae51bc8855e?ops_request_misc=elastic_search_misc&request_id=d3057ef0817b44a1a5c5f488cb3dfcea&biz_id=&utm_medium=distribute.pc_search_result.none-task-chatgpt-2~all~ElasticSearch~search_v2-3-3e0b73ca7c60499b9333bae51bc8855e-null-null.142^v102^pc_search_result_base5&utm_term=Hour%20of%20Code%20%E5%84%BF%E7%AB%A5%20%E6%B8%B8%E6%88%8F%20%E5%88%B6%E4%BD%9C%20%E4%BD%93%E9%AA%8C%E6%97%B6%E9%95%BF,技术文档|涉及授权/版权,对标产品与案例,Hour of Code 儿童 游戏 制作 体验时长,"【体感手势】3)A digital clock consists of a screen to display the time and a dial for settin | 来源:csdn | 站点:wenku.csdn.net | 提供:技术文档、涉及授权/版权 | 相关词:game、ai | 摘要:3) The current implementation <em>of</em> the rotateDialLeft() method violates the Open-Closed Principle, which states that software entities (classes, modules, functions, etc.) should be open for ext"
130,52.66,44,70.0,62.0,28,45.0,教程视频,csdn,download.csdn.net,"C# 24-Hour Trainer, 2nd Edition",https://download.csdn.net/download/u013703836/9573386?ops_request_misc=elastic_search_misc&request_id=d3057ef0817b44a1a5c5f488cb3dfcea&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-5-9573386-null-null.142^v102^pc_search_result_base5&utm_term=Hour%20of%20Code%20%E5%84%BF%E7%AB%A5%20%E6%B8%B8%E6%88%8F%20%E5%88%B6%E4%BD%9C%20%E4%BD%93%E9%AA%8C%E6%97%B6%E9%95%BF,技术文档|教程|可下载资源,对标产品与案例,Hour of Code 儿童 游戏 制作 体验时长,"【教程视频】C# 24-Hour Trainer, 2nd Edition | 来源:csdn | 站点:download.csdn.net | 提供:技术文档、教程、可下载资源 | 相关词:ai、教程 | 摘要:""C# 24-<em>Hour</em> Trainer, 第二版""是一本专为初学者设计的全面C#编程指南，适合没有任何编程经验的人快速入门。该书与最新C#标准同步更新，提供了超过十小时的视频教程，使学习过程更加直观且"
131,52.52,60.0,53.0,70.0,6.0,55.0,教程视频,bilibili,www.bilibili.com,少儿编程之scratch 3.0 初级篇【适合9-16岁】_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV15N411o7r1/,教程,少儿游戏创作用户痛点,site:bilibili.com Scratch 少儿 游戏创作 40分钟 课堂 设计,"【教程视频】少儿编程之scratch 3.0 初级篇【适合9-16岁】_哔哩哔哩_bilibili | 来源:bilibili | 站点:www.bilibili.com | 提供:教程 | 相关词:游戏、少儿、bilibili | 摘要:November 23, 2025 - 棉棉棉课堂开课了 · 7841 3 · Scratch少儿编程零基础视频教学游戏动画小故事制作 · 汇龙机器人马老师 · 3.3万 73 · 新版少儿编程scratch全集 · EllieCode少儿编程 · 7.7万 99 · “考试可以重来，生命不能彩排” ·"
132,52.32,68.0,48.0,60.0,6.0,55.0,教程视频,juejin,juejin.cn,AI绘画丨详细教程来咯！ʕ· ˑ·ཻʔ—ʕ· ˑ·ཻʔ...,https://juejin.cn/post/7395147410211995657,教程,AI教育体验馆对标,site:juejin.cn AI创作工坊 儿童 手势 绘画 展陈,【教程视频】AI绘画丨详细教程来咯！ʕ· ˑ·ཻʔ—ʕ· ˑ·ཻʔ... | 来源:juejin | 站点:juejin.cn | 提供:教程 | 相关词:ai、生成、教程 | 摘要:那么，AI绘画如何运作呢？ 其实很简单！****使用教程： 1.登入棚子首页选择绘画. 图片. 2.输入描述内容点击生成. 3.如果有不想出现的元素可以选择否定提示. 4.成果展示. 5.点开画廊页面，可以看到棚友们的艺术创作.
133,52.22,76.0,40.0,62.0,6.0,45.0,商业方案,csdn,blog.csdn.net,聊聊现在的孩子为什么要学少儿编程？,https://blog.csdn.net/it_scratch/article/details/107245659?ops_request_misc=elastic_search_misc&request_id=4b124953855c4470919ee57348de5bee&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-1-107245659-null-null.142^v102^pc_search_result_base8&utm_term=%E5%84%BF%E7%AB%A5%20%E7%BC%96%E7%A8%8B%20%E7%8B%AC%E7%AB%8B%E5%81%9A%E9%A1%B9%E7%9B%AE%20%E5%AE%B6%E9%95%BF%20%E6%9C%9F%E6%9C%9B,涉及授权/版权,少儿游戏创作用户痛点,儿童 编程 独立做项目 家长 期望,【商业方案】聊聊现在的孩子为什么要学少儿编程？ | 来源:csdn | 站点:blog.csdn.net | 提供:涉及授权/版权 | 相关词:城市、游戏、ai、少儿、csdn | 摘要:面对外界对少儿<em>编程</em>教育的疑虑，本文分析了<em>家长</em>、学校、教师及地域等方面的因素，并强调了<em>编程</em>教育对于培养孩子的构思能力、逻辑思维能力和解决问题能力的重要性。
134,52.14,52.0,48.0,62.0,22.0,95.0,三维模型,csdn,blog.csdn.net,基于Qwen的儿童教育AI应用：可视化动物卡片生成完整流程,https://blog.csdn.net/weixin_35307279/article/details/157334736?ops_request_misc=elastic_search_misc&request_id=baf1227002ae419baf00efef3c03eea5&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-5-157334736-null-null.142^v102^pc_search_result_base2&utm_term=%E8%BF%87%E7%A8%8B%E5%8F%AF%E8%A7%86%E5%8C%96%20AI%20%E5%88%9B%E4%BD%9C%20%E5%84%BF%E7%AB%A5%20%E7%90%86%E8%A7%A3,模型|教程,创作透明化与AI搭档认知,过程可视化 AI 创作 儿童 理解,【三维模型】基于Qwen的儿童教育AI应用：可视化动物卡片生成完整流程 | 来源:csdn | 站点:blog.csdn.net | 提供:模型、教程 | 相关词:ai、大模型、生成 | 摘要:本文介绍基于通义千问（Qwen）大模型、通过ComfyUI实现的<em>儿童</em>教育<em>AI</em>应用，专注于生成符合低龄<em>儿童</em>认知特点的<em>可视化</em>动物卡片。系统采用预设‘<em>儿童</em>友好’风格控制器，支持中文提示词一键生成高对比、圆润轮廓、无干扰背景的卡通化动物图像，适用于课堂教学、个性化学习单及亲子互动等真实教育场景，并兼容打印、PPT嵌入
135,51.92,48,62.0,60.0,26,55.0,其他,juejin,juejin.cn,Android - 掘金,https://juejin.cn/android,技术文档|SDK/API,创作透明化与AI搭档认知,site:juejin.cn black box AI vs transparent AI education children,【其他】Android - 掘金 | 来源:juejin | 站点:juejin.cn | 提供:技术文档、SDK/API | 相关词:api、ai | 摘要:2026 Flutter VS React Native ，同时在 AI 时代 VS Native 开发，你没见过的版本.你的 Android App 还没接 AI？ Gemini API 接入全攻略.
136,51.76,64,50.0,60.0,8,55.0,其他,juejin,juejin.cn,vue...,https://juejin.cn/post/6844904129303691272,可下载资源,对标产品与案例,site:juejin.cn Hour of Code 儿童 游戏 制作 体验时长,【其他】vue... | 来源:juejin | 站点:juejin.cn | 提供:可下载资源 | 相关词:游戏、game、小游戏、ai | 摘要:AI Coding.阅读3分钟. 去年为联通制作双十一活动，做四个小游戏：‘配对消消乐’、移动拼图、抓娃娃、倒计时。 现在先做来分享一下制作抓娃娃游戏时的经验 先上效果图.
137,51.4,52.0,58.0,60.0,20.0,55.0,开源代码,juejin,juejin.cn,juejin.cn/post/7347910830761639962,https://juejin.cn/post/7347910830761639962,开源代码,K12用户画像与亲子研学需求,site:juejin.cn 研学团 科技馆 游戏编程 体验 设计,【开源代码】juejin.cn/post/7347910830761639962 | 来源:juejin | 站点:juejin.cn | 提供:开源代码 | 相关词:开源、游戏 | 摘要:如何获得极致的编程体验？.jpg 如何获得极致编程体验？无论是开发一款游戏、设计一个网站还是构建一个应用，编程都能让我们将想法变为现实。 在通过codigger编程的这个过程中，我们可以感受到技术的力量，体验到创新的乐趣。
138,51.36,44,63.0,70.0,18,55.0,教程视频,bilibili,game.bilibili.com,sdk协议,https://game.bilibili.com/uosdk_privacy/h5/?game_id=127&childProtectionProtocol=1&version=1,教程|SDK/API,创作透明化与AI搭档认知,site:bilibili.com 儿童 看见 AI 写代码 学习 效果,【教程视频】sdk协议 | 来源:bilibili | 站点:game.bilibili.com | 提供:教程、SDK/API | 相关词:sdk | 摘要:儿童隐私保护政策. 阅读完全部内容后，可点击同意按钮.
139,51.35,72.0,40.0,65.0,0.0,55.0,其他,web,sspai.com,Claude+Cursor，用AI生成一个小游戏 - 少数派,https://sspai.com/post/92418,,少儿游戏创作用户痛点,Scratch 少儿 游戏创作 40分钟 课堂 设计,【其他】Claude+Cursor，用AI生成一个小游戏 - 少数派 | 来源:web | 站点:sspai.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、小游戏、ai、cursor、生成 | 摘要:Claude+Cursor，用AI生成一个小游戏. 主作者. 歪斯Wise.2、3分钟做一个贪吃蛇. 2.1 新建一个Python文件.
140,50.94,44.0,62.0,58.0,32.0,55.0,商业方案,zhihu,www.zhihu.com,zhihu.com/lives/1002614832327221248,https://www.zhihu.com/lives/1002614832327221248,技术文档|SDK/API|涉及授权/版权,博物馆儿童互动展项UX,site:zhihu.com museum interactive exhibit children UX design principles,【商业方案】zhihu.com/lives/1002614832327221248 | 来源:zhihu | 站点:www.zhihu.com | 提供:技术文档、SDK/API、涉及授权/版权 | 相关词:api、ai | 摘要:Quickly grasp the questionnaire design and solve the problem.
141,50.94,44.0,62.0,58.0,32.0,55.0,商业方案,zhihu,www.zhihu.com,zhihu.com/lives/797090400698503168,https://www.zhihu.com/lives/797090400698503168,技术文档|SDK/API|涉及授权/版权,展陈运营与讲解员SOP,site:zhihu.com museum exhibit drop-off queue throughput design,【商业方案】zhihu.com/lives/797090400698503168 | 来源:zhihu | 站点:www.zhihu.com | 提供:技术文档、SDK/API、涉及授权/版权 | 相关词:api、ai | 摘要:Live registration link: Slide show layout design.
142,50.82,48.0,60.0,62.0,26.0,45.0,教程视频,csdn,blog.csdn.net,@程序员，AI编程教育走进中小学......,https://blog.csdn.net/qq_42231391/article/details/83828438?ops_request_misc=elastic_search_misc&request_id=25cc200f48644b30b0181540cc493266&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-1-83828438-null-null.142^v102^pc_search_result_base6&utm_term=%E8%85%BE%E8%AE%AF%20AI%E7%BC%96%E7%A8%8B%E7%AC%AC%E4%B8%80%E8%AF%BE%20%E5%B0%8F%E5%AD%A6%E7%94%9F%20%E4%BD%93%E9%AA%8C%20%E8%AE%BE%E8%AE%A1,技术文档|教程|涉及授权/版权,AI教育体验馆对标,腾讯 AI编程第一课 小学生 体验 设计,【教程视频】@程序员，AI编程教育走进中小学...... | 来源:csdn | 站点:blog.csdn.net | 提供:技术文档、教程、涉及授权/版权 | 相关词:ai、反馈、少儿、csdn | 摘要:随着<em>编程</em>教育在多地被列入中小学必修课程，<em>AI</em>人才战略已全面启动。重庆、浙江等地加强<em>编程</em>教育，旨在培养<em>AI</em>人才，应对技术发展需求。国内<em>AI</em>人才供需失衡，缺口巨大，<em>AI</em>工程师成为高薪职业。此背景下，程序员迎来转型良机。
143,50.27,60,48.0,65.0,6,55.0,教程视频,web,juejin.cn,重磅福利：Cursor 向学生免费开放一年！ 最近，Cursor...,https://juejin.cn/post/7501149179563360296,教程,创作透明化与AI搭档认知,儿童 看见 AI 写代码 学习 效果,【教程视频】重磅福利：Cursor 向学生免费开放一年！ 最近，Cursor... | 来源:web | 站点:juejin.cn | 提供:教程 | 相关词:ai、cursor、反馈 | 摘要:只要你是学生，就可以免费使用 Cursor Pro 一整年。 这对所有热爱编程和学习的同学来说，是一个很大的福利。Cursor 是一款智能代码编辑器。 它集成了强大的 AI 助手，可以帮你写代码、查找 bug、优化项目。
144,49.86,60.0,50.0,62.0,8.0,45.0,体感手势,csdn,download.csdn.net,南宁科技馆游记精选.doc,https://download.csdn.net/download/qq_44012932/31367471?ops_request_misc=elastic_search_misc&request_id=201633b2ef1f4d1b8e35d5a188f9fb20&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-5-31367471-null-null.142^v102^control&utm_term=%E7%A0%94%E5%AD%A6%E5%9B%A2%20%E7%A7%91%E6%8A%80%E9%A6%86%20%E6%B8%B8%E6%88%8F%E7%BC%96%E7%A8%8B%20%E4%BD%93%E9%AA%8C%20%E8%AE%BE%E8%AE%A1,可下载资源,K12用户画像与亲子研学需求,研学团 科技馆 游戏编程 体验 设计,【体感手势】南宁科技馆游记精选.doc | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:体感、游戏 | 摘要:【温州<em>科技馆</em>游记】中，作者着重提到了<em>科技馆</em>的<em>设计</em>理念和展品多样性，如KINECT体感<em>游戏</em>系统，展示了科技与娱乐的结合，让参观者通过体感<em>游戏</em><em>体验</em>科技魅力。
145,49.72,64,40.0,60.0,16,55.0,三维模型,juejin,juejin.cn,Blackbox.AI...,https://juejin.cn/post/7471918434935996470,模型,创作透明化与AI搭档认知,site:juejin.cn black box AI vs transparent AI education children,【三维模型】Blackbox.AI... | 来源:juejin | 站点:juejin.cn | 提供:模型 | 相关词:ai、gpt、生成 | 摘要:Blackbox.AI为我们提供了免费访问高级模型的机会，如Gpt4o、Gemini Pro和Claude Sonnet等。
146,49.72,52,53.0,70.0,6,55.0,教程视频,bilibili,live.bilibili.com,听歌～写会儿代码（学习下D3.js） - feintk...,https://live.bilibili.com/713956,教程,创作透明化与AI搭档认知,site:bilibili.com 儿童 看见 AI 写代码 学习 效果,【教程视频】听歌～写会儿代码（学习下D3.js） - feintk... | 来源:bilibili | 站点:live.bilibili.com | 提供:教程 | 相关词:游戏、bilibili | 摘要:哔哩哔哩（bilibili）直播，在这里看见最年轻的生活方式，学习、游戏、电竞、宅舞、唱见、绘画、美食等等应有尽有，快来捕捉你最喜欢的up主最真实的一面吧！弹幕，礼物，道具，活动多种玩法，bilibili 直播让您拉进与小伙伴们之间的距离。
147,49.28,36,63.0,70.0,24,55.0,教程视频,bilibili,game.bilibili.com,哔哩哔哩游戏 | 你的幻想世界,https://game.bilibili.com/,数据集|教程|可下载资源,创作透明化与AI搭档认知,site:bilibili.com 儿童 看见 AI 写代码 学习 效果,"【教程视频】哔哩哔哩游戏 | 你的幻想世界 | 来源:bilibili | 站点:game.bilibili.com | 提供:数据集、教程、可下载资源 | 相关词:游戏、bilibili | 摘要:bilibili游戏中心基于B站特有游戏社区文化而生,始终尊重玩家与创作者,为玩家提供游戏预约测试信息及各类游戏下载资源,我们将持续为大家带来海内外优秀游戏作品。"
