rank,total_score,relevance,usability,authority,resource_richness,freshness,category,source,domain,title,url,tags,topic,query,summary
51,50.94,44,62.0,58.0,32,55.0,商业方案,zhihu,www.zhihu.com,zhihu.com/lives/1002614832327221248,https://www.zhihu.com/lives/1002614832327221248,技术文档|SDK/API|涉及授权/版权,博物馆儿童互动展项UX,site:zhihu.com museum interactive exhibit children UX design principles,【商业方案】zhihu.com/lives/1002614832327221248 | 来源:zhihu | 站点:www.zhihu.com | 提供:技术文档、SDK/API、涉及授权/版权 | 相关词:api、ai | 摘要:Quickly grasp the questionnaire design and solve the problem.
52,50.82,48,60.0,62.0,26,45.0,教程视频,csdn,blog.csdn.net,@程序员，AI编程教育走进中小学......,https://blog.csdn.net/qq_42231391/article/details/83828438?ops_request_misc=elastic_search_misc&request_id=25cc200f48644b30b0181540cc493266&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-1-83828438-null-null.142^v102^pc_search_result_base6&utm_term=%E8%85%BE%E8%AE%AF%20AI%E7%BC%96%E7%A8%8B%E7%AC%AC%E4%B8%80%E8%AF%BE%20%E5%B0%8F%E5%AD%A6%E7%94%9F%20%E4%BD%93%E9%AA%8C%20%E8%AE%BE%E8%AE%A1,技术文档|教程|涉及授权/版权,AI教育体验馆对标,腾讯 AI编程第一课 小学生 体验 设计,【教程视频】@程序员，AI编程教育走进中小学...... | 来源:csdn | 站点:blog.csdn.net | 提供:技术文档、教程、涉及授权/版权 | 相关词:ai、反馈、少儿、csdn | 摘要:随着<em>编程</em>教育在多地被列入中小学必修课程，<em>AI</em>人才战略已全面启动。重庆、浙江等地加强<em>编程</em>教育，旨在培养<em>AI</em>人才，应对技术发展需求。国内<em>AI</em>人才供需失衡，缺口巨大，<em>AI</em>工程师成为高薪职业。此背景下，程序员迎来转型良机。
53,49.86,60,50.0,62.0,8,45.0,体感手势,csdn,download.csdn.net,南宁科技馆游记精选.doc,https://download.csdn.net/download/qq_44012932/31367471?ops_request_misc=elastic_search_misc&request_id=201633b2ef1f4d1b8e35d5a188f9fb20&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-5-31367471-null-null.142^v102^control&utm_term=%E7%A0%94%E5%AD%A6%E5%9B%A2%20%E7%A7%91%E6%8A%80%E9%A6%86%20%E6%B8%B8%E6%88%8F%E7%BC%96%E7%A8%8B%20%E4%BD%93%E9%AA%8C%20%E8%AE%BE%E8%AE%A1,可下载资源,K12用户画像与亲子研学需求,研学团 科技馆 游戏编程 体验 设计,【体感手势】南宁科技馆游记精选.doc | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:体感、游戏 | 摘要:【温州<em>科技馆</em>游记】中，作者着重提到了<em>科技馆</em>的<em>设计</em>理念和展品多样性，如KINECT体感<em>游戏</em>系统，展示了科技与娱乐的结合，让参观者通过体感<em>游戏</em><em>体验</em>科技魅力。
54,49.2,68,40.0,60.0,0,55.0,其他,juejin,juejin.cn,人工智能 - 掘金,https://juejin.cn/ai/LLM,,K12用户画像与亲子研学需求,site:juejin.cn K12 人工智能 教育区 展陈 用户画像,【其他】人工智能 - 掘金 | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai、llm、agent | 摘要:LLM. OpenAI. 展开. 全部. 人工智能.长期记忆：Agent 怎么“记住“用户.
55,48.7,44,60.0,62.0,20,45.0,教程视频,csdn,blog.csdn.net,文心5.0与千问Qwen3工作流实战对比：从PDF解析到会议纪要的AI提效指南,https://blog.csdn.net/A08110123/article/details/102227831?ops_request_misc=elastic_search_misc&request_id=86d34cca4ba24e1dbe7eb56e8f932539&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-5-102227831-null-null.142^v102^pc_search_result_base1&utm_term=site%3Abilibili.com%20%E4%BA%B2%E5%AD%90%20%E7%A7%91%E6%8A%80%E9%A6%86%20AI%20%E4%BD%93%E9%AA%8C,技术文档|教程,K12用户画像与亲子研学需求,site:bilibili.com 亲子 科技馆 AI 体验,【教程视频】文心5.0与千问Qwen3工作流实战对比：从PDF解析到会议纪要的AI提效指南 | 来源:csdn | 站点:blog.csdn.net | 提供:技术文档、教程 | 相关词:三维、ai | 摘要:本文聚焦文心5.0与通义千问Qwen3在真实办公场景中的工作流级差异，涵盖PDF解析、会议录音转纪要、跨平台信息整合等核心任务。重点剖析二者在文档透视、表格思维链、语音精析、搜索增强等能力上的工程实现细节、预处理要求、交互陷阱及调优配置。强调技术选型应基于输入异构性、任务原子化程度与输出约束强度三维坐标，而非参数或基准测试分数。
56,48.6,44,58.0,60.0,20,55.0,开源代码,juejin,juejin.cn,可配置组件库Fusion Design 了解一下前不久那篇爆...,https://juejin.cn/post/6844903760611770382,开源代码,博物馆儿童互动展项UX,site:juejin.cn museum interactive exhibit children UX design principles,"【开源代码】可配置组件库Fusion Design 了解一下前不久那篇爆... | 来源:juejin | 站点:juejin.cn | 提供:开源代码 | 相关词:开源、ai | 摘要:前不久那篇爆 的文章 阿里重磅开源中后台UI解决方案 Fusion,相信大家很多人都看过。不少同学使用过 Fusion Design。 Fusion Design 整个体系还是比较庞大的。接下来笔者从一个小白的角度科普 Fusion Design..."
57,48.56,36,63.0,70.0,18,55.0,教程视频,bilibili,game.bilibili.com,bilibiligame客服服务,https://game.bilibili.com/sdk/cs-h5/,教程|SDK/API,博物馆儿童互动展项UX,site:bilibili.com game-based learning exhibit museum low barrier entry,【教程视频】bilibiligame客服服务 | 来源:bilibili | 站点:game.bilibili.com | 提供:教程、SDK/API | 相关词:game、bilibili | 摘要:bilibiligame客服服务...
58,48.55,64,40.0,65.0,0,55.0,其他,web,dl.acm.org,Learning Curiosity through Play: Exploring the Role of Games and Interactive Design in Museums | Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/3706598.3713164,,博物馆儿童互动展项UX,game-based learning exhibit museum low barrier entry,"【其他】Learning Curiosity through Play: Exploring the Role of Games and Interactive Des | 来源:web | 站点:dl.acm.org | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:game、ai、museum | 摘要:April 25, 2025 - The structure of games—through rules, goals, and feedback loops—helps make learning more approachable and tailored to different audiences. While not every visitor may connect with tra"
59,48.42,56,48.0,62.0,6,55.0,教程视频,csdn,wenku.csdn.net,低成本实现艺术展陈：AI印象派艺术工坊批量处理部署教程,https://wenku.csdn.net/answer/3eq95somepp?ops_request_misc=elastic_search_misc&request_id=af931ba02ca04d2e8d5033928ca449f0&biz_id=&utm_medium=distribute.pc_search_result.none-task-chatgpt-2~all~ElasticSearch~search_v2-1-3eq95somepp-null-null.142^v102^pc_search_result_base5&utm_term=AI%E5%88%9B%E4%BD%9C%E5%B7%A5%E5%9D%8A%20%E5%84%BF%E7%AB%A5%20%E6%89%8B%E5%8A%BF%20%E7%BB%98%E7%94%BB%20%E5%B1%95%E9%99%88,教程,AI教育体验馆对标,AI创作工坊 儿童 手势 绘画 展陈,【教程视频】低成本实现艺术展陈：AI印象派艺术工坊批量处理部署教程 | 来源:csdn | 站点:wenku.csdn.net | 提供:教程 | 相关词:ai、展陈、教程
60,48.32,48,53.0,70.0,6,55.0,教程视频,bilibili,link.bilibili.com,个人中心 - bilibili link,https://link.bilibili.com/,教程,K12用户画像与亲子研学需求,site:bilibili.com K12 人工智能 教育区 展陈 用户画像,【教程视频】个人中心 - bilibili link | 来源:bilibili | 站点:link.bilibili.com | 提供:教程 | 相关词:游戏、bilibili | 摘要:哔哩哔哩（bilibili）直播，在这里看见最年轻的生活方式，学习、游戏、电竞、宅舞、唱见、绘画、美食等等应有尽有，快来捕捉你最喜欢的up主最真实的一面吧！
61,48.11,24,70.0,65.0,38,55.0,教程视频,web,www.zhihu.com,Link to zhihu.com,https://www.zhihu.com/education/video-course/1483111485588742145?section_id=1483111486486278144,技术文档|数据集|教程|可下载资源,K12用户画像与亲子研学需求,site:zhihu.com 少儿 编程 博物馆 体验,【教程视频】Link to zhihu.com | 来源:web | 站点:www.zhihu.com | 提供:技术文档、数据集、教程、可下载资源 | 相关词:教程 | 摘要:The site owner hides the web page description.
62,47.62,56,48.0,62.0,6,45.0,教程视频,csdn,blog.csdn.net,AI科学探秘视频工作流：Coze+Nano Banana 2+Grok三模块协同实战,https://blog.csdn.net/weixin_33859231/article/details/94659305?ops_request_misc=elastic_search_misc&request_id=86d34cca4ba24e1dbe7eb56e8f932539&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-3-94659305-null-null.142^v102^pc_search_result_base1&utm_term=site%3Abilibili.com%20%E4%BA%B2%E5%AD%90%20%E7%A7%91%E6%8A%80%E9%A6%86%20AI%20%E4%BD%93%E9%AA%8C,教程,K12用户画像与亲子研学需求,site:bilibili.com 亲子 科技馆 AI 体验,【教程视频】AI科学探秘视频工作流：Coze+Nano Banana 2+Grok三模块协同实战 | 来源:csdn | 站点:blog.csdn.net | 提供:教程 | 相关词:ai、平衡、生成 | 摘要:科学探秘类视频是面向大众传播前沿科学认知的重要形式，其核心在于平衡‘已知与未知’之间的思辨张力。它依托多假说并存、强视觉叙事、高搜索热度三大特征，天然适配<em>AI</em>内容生成的技术路径。本文聚焦<em>AI</em>视频生产中的确定性控制难题，提出以模块化隔离不确定性、以结构化输出锚定逻辑链的工程方法论——通过语音字幕闭环保障信息准确与节奏可控，分镜视频闭环实现语义驱动的物理化画面生成，
63,47.4,56,48.0,60.0,0,55.0,地图数据,juejin,juejin.cn,我们如何通过真实学生反馈，构建以人为中心的课堂 AI...,https://juejin.cn/post/7604039449467994162,,AI教育体验馆对标,site:juejin.cn AI体验馆 亲子 研学 互动 反馈,【地图数据】我们如何通过真实学生反馈，构建以人为中心的课堂 AI... | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:demo、ai、反馈 | 摘要:你也可以体验这个 Demo 如果你是学生、老师，或对学习型 AI 感兴趣，欢迎直接体验这个课堂 Demo： baint-aio-ps-classroom-demo.vercel.app/�.
64,47.38,44,58.0,62.0,14,45.0,教程视频,csdn,download.csdn.net,2018年K12教育用户群体研究报告（41页）.zip,https://download.csdn.net/download/weixin_38744153/11722099?ops_request_misc=elastic_search_misc&request_id=f774a8e0e30c422d92e3ca32a69826ed&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-5-11722099-null-null.142^v102^control&utm_term=K12%20%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E6%95%99%E8%82%B2%E5%8C%BA%20%E5%B1%95%E9%99%88%20%E7%94%A8%E6%88%B7%E7%94%BB%E5%83%8F,教程|可下载资源,K12用户画像与亲子研学需求,K12 人工智能 教育区 展陈 用户画像,【教程视频】2018年K12教育用户群体研究报告（41页）.zip | 来源:csdn | 站点:download.csdn.net | 提供:教程、可下载资源 | 相关词:ai、k12 | 摘要:<em>教育</em>技术的应用在<em>K</em><em>12</em><em>教育</em>市场的未来发展中的作用不容忽视。极光大数据的报告探讨了<em>AI</em>智能辅导、VR/AR教学等新兴技术在<em>K</em><em>12</em><em>教育</em>中的应用，以及<em>用户</em>对这些技术的接受程度。
65,47.3,56,40.0,62.0,0,80.0,其他,csdn,blog.csdn.net,世岩清上：人工智能+展陈，沉浸式互动让文化“活”起来,https://blog.csdn.net/weixin_49106920/article/details/155384538?ops_request_misc=elastic_search_misc&request_id=af931ba02ca04d2e8d5033928ca449f0&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-5-155384538-null-null.142^v102^pc_search_result_base5&utm_term=AI%E5%88%9B%E4%BD%9C%E5%B7%A5%E5%9D%8A%20%E5%84%BF%E7%AB%A5%20%E6%89%8B%E5%8A%BF%20%E7%BB%98%E7%94%BB%20%E5%B1%95%E9%99%88,,AI教育体验馆对标,AI创作工坊 儿童 手势 绘画 展陈,【其他】世岩清上：人工智能+展陈，沉浸式互动让文化“活”起来 | 来源:csdn | 站点:blog.csdn.net | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai、生成、展陈 | 摘要:<em>人工智能</em>正重塑博物馆与科技馆的<em>展陈</em>方式，通过计算机视觉、自然语言处理和VR/AR技术实现沉浸式互动。观众可与文物对话、参与虚拟考古、共创数字艺术，提升文化传播的趣味性与包容性。同时，生成式<em>AI</em>与情感计算推动<em>展陈</em>从展示走向共创与个性化服务。
66,47.15,60,40.0,65.0,0,55.0,其他,web,www.nature.com,Exploring the influence of gamified learning on museum visitors’ knowledge and career awareness with a mixed research approach | Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-024-03583-4,,博物馆儿童互动展项UX,game-based learning exhibit museum low barrier entry,"【其他】Exploring the influence of gamified learning on museum visitors’ knowledge and c | 来源:web | 站点:www.nature.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:game、ai、museum | 摘要:August 20, 2024 - There are 39 game elements that can be incorporated into gamified learning such as badges, leaderboards, story, goals, and rewards (Garris et al., 2002). These elements aim to increa"
67,47.15,60,40.0,65.0,0,55.0,其他,web,www.explinks.com,定制大理5天亲子研学英语行程-提示词库 | 幂简集成,https://www.explinks.com/prompt/custom-dali-5-day-family-english-learning-trip,,AI教育体验馆对标,AI体验馆 亲子 研学 互动 反馈,【其他】定制大理5天亲子研学英语行程-提示词库 | 幂简集成 | 来源:web | 站点:www.explinks.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:研学 | 摘要:帮我定制一个在云南大理5岁亲子研学行程安排，为期5天，增加英语启蒙特色课程.2. 英语互动为主，小任务和亲子活动中贯穿听说练习，不追求孩子的语言系统性，只让其在真实场景中感受多语言学习的乐趣和信心。 希望此行程安排能让您和孩子体验一个轻松愉快又充满学习...
68,47.06,52,50.0,62.0,8,45.0,其他,csdn,download.csdn.net,人工智能助力新时代K12教育,https://download.csdn.net/download/k_fad/10761249?ops_request_misc=elastic_search_misc&request_id=f774a8e0e30c422d92e3ca32a69826ed&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-1-10761249-null-null.142^v102^control&utm_term=K12%20%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E6%95%99%E8%82%B2%E5%8C%BA%20%E5%B1%95%E9%99%88%20%E7%94%A8%E6%88%B7%E7%94%BB%E5%83%8F,可下载资源,K12用户画像与亲子研学需求,K12 人工智能 教育区 展陈 用户画像,"【其他】人工智能助力新时代K12教育 | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:ai、k12 | 摘要:""<em>人工智能</em>在<em>K</em><em>12</em><em>教育</em>领域的应用与挑战""<em>人工智能</em>(<em>AI</em>)正在逐步改变新时代的<em>K</em><em>12</em><em>教育</em>，即从小学到高中的基础<em>教育</em>阶段。在这个过程中，<em>教育</em>的定义被重新审视，从传统的知识传授扩展到培养学生的创新能力"
69,46.92,56,40.0,60.0,16,55.0,三维模型,juejin,juejin.cn,错误,https://juejin.cn/post/7369089321411969035,模型,K12用户画像与亲子研学需求,site:juejin.cn 6-15岁 孩子 AI 创作 体验 期望,【三维模型】错误 | 来源:juejin | 站点:juejin.cn | 提供:模型 | 相关词:ai、gpt、大模型、生成 | 摘要:创作者中心.程序员X小鹿 创作等级LV.5.
70,46.92,44,53.0,70.0,6,55.0,教程视频,bilibili,game.bilibili.com,哔哩哔哩游戏WIKI,https://game.bilibili.com/linkfilter/?url=https://www.nmrn.org.uk/exhibitions-projects/hms-caroline-belfast-tourist-attraction,教程,博物馆儿童互动展项UX,site:bilibili.com museum interactive exhibit children UX design principles,【教程视频】哔哩哔哩游戏WIKI | 来源:bilibili | 站点:game.bilibili.com | 提供:教程 | 相关词:游戏 | 摘要:您即将访问的网址：https://www.nmrn.org.uk/exhibitions-projects/hms-caroline-belfast-tourist-attraction 不属于哔哩哔哩游戏WIKI，如需访问可复制网站地址进行访问.
71,46.71,44,50.0,65.0,18,55.0,数据集,web,yandex.com,Yandex游戏 – 适合各种口味的免费在线游戏。 无需下载,https://yandex.com/games/zh,数据集|可下载资源,K12用户画像与亲子研学需求,小小游戏设计师 儿童 创作 教育,【数据集】Yandex游戏 – 适合各种口味的免费在线游戏。 无需下载 | 来源:web | 站点:yandex.com | 提供:数据集、可下载资源 | 相关词:游戏、ai | 摘要:Yandex游戏. 查找游戏或类型. AI游戏. 登录.体育. 儿童游戏. 冒险. 双人游戏.
72,46.11,44,48.0,65.0,18,55.0,地图数据,web,game.bilibili.com,麻枝准催泪新作《炽焰天穹》现已公测,https://game.bilibili.com/HBR/?sourceFrom=1013&spm_id_from=333.337.0.0,地图,K12用户画像与亲子研学需求,site:bilibili.com 亲子 科技馆 AI 体验,【地图数据】麻枝准催泪新作《炽焰天穹》现已公测 | 来源:web | 站点:game.bilibili.com | 提供:地图 | 相关词:地图 | 摘要:「至深之恸、回响心弦。」 绯色天际下、少女们悲喜交织的凄美物语「炽焰天穹 Heaven Burns Red」 。 由Key 麻枝准执笔，背负着最后希望的少女们所谱出的故事。 在地图中尽情奔跑，一边体验可贵的每一天，一边赌上性命战斗的戏剧性RPG！
73,46.08,44,52.0,60.0,14,55.0,其他,juejin,juejin.cn,产品学习——用户画像（1） User persona...,https://juejin.cn/post/7046596336380018724,技术文档,K12用户画像与亲子研学需求,site:juejin.cn K12 人工智能 教育区 展陈 用户画像,【其他】产品学习——用户画像（1） User persona... | 来源:juejin | 站点:juejin.cn | 提供:技术文档 | 相关词:杭州 | 摘要:2021-12-28.挖掘用户数据，进行个性化推送； 衡量用户价值（ARUP值）。 2.如何获取用户的画像. 如何获取用户画像.
74,45.98,40,58.0,62.0,14,45.0,教程视频,csdn,download.csdn.net,AI 和 ChatGPT 教学期望和指导.pdf,https://download.csdn.net/download/weixin_41429382/89054096?ops_request_misc=elastic_search_misc&request_id=a18e863f96354c2c99183f68846e4e9f&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-5-89054096-null-null.142^v102^pc_search_result_base3&utm_term=6-15%E5%B2%81%20%E5%AD%A9%E5%AD%90%20AI%20%E5%88%9B%E4%BD%9C%20%E4%BD%93%E9%AA%8C%20%E6%9C%9F%E6%9C%9B,教程|可下载资源,K12用户画像与亲子研学需求,6-15岁 孩子 AI 创作 体验 期望,【教程视频】AI 和 ChatGPT 教学期望和指导.pdf | 来源:csdn | 站点:download.csdn.net | 提供:教程、可下载资源 | 相关词:ai、gpt | 摘要:### <em>AI</em>与ChatGPT教学<em>期望</em>和指导#### 一、<em>人工智能</em>(<em>AI</em>)概述<em>人工智能</em>（Artificial Intelligence，简称<em>AI</em>）是指计算机系统通过模仿人类智能来完成任务、处理数据、作出决策或解决问题的能力
75,45.75,56,40.0,65.0,0,55.0,其他,web,www.edumails.cn,monica.im人工智能助手高级版教育折扣申请注册,https://www.edumails.cn/monica.html,,K12用户画像与亲子研学需求,K12 人工智能 教育区 展陈 用户画像,【其他】monica.im人工智能助手高级版教育折扣申请注册 | 来源:web | 站点:www.edumails.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai、gpt | 摘要:教育优惠专属折扣 Monica 教育优惠面向在读和新录取的高校学生，以及各年级教师和教职员工。 我们会请你通过教育邮箱验证你的资格。ChatGPT是由OpenAI开发的基于人工智能的聊天机器人。
76,45.75,32,60.0,65.0,20,55.0,教程视频,web,www.doc88.com,人工智能赋能教育教学变革的研究 - 道客巴巴,https://www.doc88.com/p-00699600469726.html,技术文档|教程,K12用户画像与亲子研学需求,K12 人工智能 教育区 展陈 用户画像,【教程视频】人工智能赋能教育教学变革的研究 - 道客巴巴 | 来源:web | 站点:www.doc88.com | 提供:技术文档、教程 | 摘要:更多相关文档. 人 工 智 能 赋 能 教 育 变 革.阅读了该文档的用户还阅读了这些文档. 人工智能赋能教育教学变革的研究.
77,45.75,56,40.0,65.0,0,55.0,其他,web,cosoh.com,Midjourney：引领AI绘画新趋势的提示词生成器 | 云典AI智库,https://cosoh.com/midjourneyyinlingaih/,,AI教育体验馆对标,AI创作工坊 儿童 手势 绘画 展陈,【其他】Midjourney：引领AI绘画新趋势的提示词生成器 | 云典AI智库 | 来源:web | 站点:cosoh.com | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai、生成 | 摘要:它不仅仅是一个普通的绘画工具，而是一个真正能够引领AI绘画的工具。答：Midjourney将不断进行技术创新和升级，力求提供更高质量的绘画体验和创作工具。
78,45.54,40,48.0,62.0,22,65.0,三维模型,csdn,blog.csdn.net,第一批“AI原住民”小学生，正在用大模型搞开发,https://blog.csdn.net/qbitai/article/details/141907499?ops_request_misc=elastic_search_misc&request_id=25cc200f48644b30b0181540cc493266&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-5-141907499-null-null.142^v102^pc_search_result_base6&utm_term=%E8%85%BE%E8%AE%AF%20AI%E7%BC%96%E7%A8%8B%E7%AC%AC%E4%B8%80%E8%AF%BE%20%E5%B0%8F%E5%AD%A6%E7%94%9F%20%E4%BD%93%E9%AA%8C%20%E8%AE%BE%E8%AE%A1,模型|教程,AI教育体验馆对标,腾讯 AI编程第一课 小学生 体验 设计,【三维模型】第一批“AI原住民”小学生，正在用大模型搞开发 | 来源:csdn | 站点:blog.csdn.net | 提供:模型、教程 | 相关词:ai、大模型 | 摘要:本文探讨大模型在<em>编程</em>教育中的应用。微信小程序教育平台接入<em>腾讯</em>混元大模型，上线“<em>AI</em> 助手”，降低<em>编程</em>学习门槛，激发学生兴趣。该平台已在多所学校应用，还举办全球性赛事。小程序教育正融入多元教学场景，助力学生迎接<em>人工智能</em>时代。
79,45.32,48,48.0,60.0,6,55.0,教程视频,juejin,juejin.cn,一个独立小游戏开发者的2021年,https://juejin.cn/post/7042307560241627143,教程,K12用户画像与亲子研学需求,site:juejin.cn 小小游戏设计师 儿童 创作 教育,"【教程视频】一个独立小游戏开发者的2021年 | 来源:juejin | 站点:juejin.cn | 提供:教程 | 相关词:游戏、小游戏、反馈、教程 | 摘要:December 16, 2021 - We cannot provide a description for this page right now"
80,45.08,24,63.0,70.0,24,55.0,教程视频,bilibili,game.bilibili.com,搜索游戏,https://game.bilibili.com/platform/search/?keyword=代购chloe<微信198099199>,数据集|教程|可下载资源,博物馆儿童互动展项UX,site:bilibili.com 展项 放弃率 用户 困惑 博物馆,【教程视频】搜索游戏 | 来源:bilibili | 站点:game.bilibili.com | 提供:数据集、教程、可下载资源 | 相关词:游戏、bilibili | 摘要:bilibili游戏中心基于B站特有游戏社区文化而生，将持续挖掘海内外优质游戏，并为玩家提供最新下载资源和相关信息。
81,45.07,52,40.0,65.0,6,55.0,技术文档,web,www.sciencedirect.com,Supporting child–group interactions with hands-off museum exhibit - ScienceDirect,https://www.sciencedirect.com/science/article/abs/pii/S2212868920300489,涉及授权/版权,博物馆儿童互动展项UX,museum interactive exhibit children UX design principles,"【技术文档】Supporting child–group interactions with hands-off museum exhibit - ScienceDirec | 来源:web | 站点:www.sciencedirect.com | 提供:涉及授权/版权 | 相关词:ai、museum | 摘要:December 8, 2020 - In this research, we approach the idea of providing museum visitors with an avenue for interacting with a hands-off exhibit aided by GardenHunt–a mobile application. In consideratio"
82,45.0,56,40.0,60.0,0,55.0,其他,juejin,juejin.cn,人工智能 - 掘金,https://juejin.cn/ai,,K12用户画像与亲子研学需求,site:juejin.cn K12 人工智能 教育区 展陈 用户画像,【其他】人工智能 - 掘金 | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai、llm | 摘要:LLM. OpenAI. 展开. 全部. 人工智能.11. 人工智能. 用 OpenClaw 实现小红书自动发帖.
83,45.0,56,40.0,60.0,0,55.0,其他,juejin,juejin.cn,juejin.cn/post/7519770952953298979,https://juejin.cn/post/7519770952953298979,,AI教育体验馆对标,site:juejin.cn 腾讯 AI编程第一课 小学生 体验 设计,【其他】juejin.cn/post/7519770952953298979 | 来源:juejin | 站点:juejin.cn | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:游戏、小游戏、ai、生成 | 摘要:比如小游戏、产品原型设计、网站设计等等，都可以用豆包的 AI 编程功能一句话搞定。 在输入框中，描述你想让豆包帮你生成的内容，就可以坐等豆包出结果了。
84,44.35,52,40.0,65.0,0,55.0,其他,web,www.exploratorium.edu,This is a preprint of an article published in Curator: The Museum Journal:,https://www.exploratorium.edu/sites/default/files/pdfs/designingwithinteractives.pdf,,博物馆儿童互动展项UX,museum interactive exhibit children UX design principles,"【其他】This is a preprint of an article published in Curator: The Museum Journal: | 来源:web | 站点:www.exploratorium.edu | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:ai、museum | 摘要:Paul Getty Museum and found that holding time was greater in those galleries. Research also · suggests that interactive exhibits can be memorable, with many visitors able to describe the · thoughts an"
85,44.35,52,40.0,65.0,0,55.0,其他,web,intellimedia.ncsu.edu,Play in the Museum: Design and Development of a Game- ...,https://intellimedia.ncsu.edu/wp-content/uploads/sites/42/Rowe-IJGCMS-2017.pdf,,博物馆儿童互动展项UX,game-based learning exhibit museum low barrier entry,"【其他】Play in the Museum: Design and Development of a Game- ... | 来源:web | 站点:intellimedia.ncsu.edu | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:game、museum | 摘要:challenges, we have identified several design factors for creating game-based learning exhibits in science · museums: (1) providing a low barrier to entry, (2) fostering exploration and curiosity, (3)"
86,44.35,52,40.0,65.0,0,55.0,技术文档,web,www.frontiersin.org,Frontiers | Museum game-based learning: innovative approaches from a constructivist perspective,https://www.frontiersin.org/journals/education/articles/10.3389/feduc.2025.1576207/full,,博物馆儿童互动展项UX,game-based learning exhibit museum low barrier entry,"【技术文档】Frontiers | Museum game-based learning: innovative approaches from a constructiv | 来源:web | 站点:www.frontiersin.org | 提供:未检测到明确资源类型（建议人工打开确认） | 相关词:game、museum | 摘要:April 28, 2025 - In recent years, a growing body of research has explored how museums integrate game-based strategies into their educational practices. Türkmen and Savasta (2024) divided the museum vi"
87,44.26,44,50.0,62.0,8,45.0,其他,csdn,download.csdn.net,K-12视野下的人工智能与机器人教育.pptx,https://download.csdn.net/download/yhsbzl/85768926?ops_request_misc=elastic_search_misc&request_id=f774a8e0e30c422d92e3ca32a69826ed&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-2-85768926-null-null.142^v102^control&utm_term=K12%20%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E6%95%99%E8%82%B2%E5%8C%BA%20%E5%B1%95%E9%99%88%20%E7%94%A8%E6%88%B7%E7%94%BB%E5%83%8F,可下载资源,K12用户画像与亲子研学需求,K12 人工智能 教育区 展陈 用户画像,"【其他】K-12视野下的人工智能与机器人教育.pptx | 来源:csdn | 站点:download.csdn.net | 提供:可下载资源 | 相关词:ai | 摘要:在""<em>K</em>-<em>12</em>视野下的<em>人工智能</em>与机器人<em>教育</em>""这一主题的PPT中，探讨了<em>人工智能</em>在<em>K</em>-<em>12</em><em>教育</em>阶段的应用与影响。首先，提出了""<em>AI</em>的<em>教育</em>应用""的3L分类法，即学习<em>AI</em>（让学生了解<em>AI</em>基础知"
