rank,total_score,relevance,usability,authority,resource_richness,freshness,category,source,domain,title,url,tags,topic,query,summary
56,75.18,80,90.0,62.0,54,55.0,开源代码,csdn,wenku.csdn.net,bwiki:Bilibili MediaWiki API,https://wenku.csdn.net/doc/4xchndfxw6?ops_request_misc=elastic_search_misc&request_id=0e3453afe12044bf8b7eeaf73168ee0e&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-1-4xchndfxw6-null-null.142^v102^pc_search_result_base1&utm_term=site%3Abilibili.com%20AI%20%E5%81%9A%E6%B8%B8%E6%88%8F%20%E6%95%99%E7%A8%8B,技术文档|开源代码|SDK/API|可下载资源,AI辅助游戏创作与智能体,site:bilibili.com AI 做游戏 教程,【开源代码】bwiki:Bilibili MediaWiki API | 来源:csdn | 站点:wenku.csdn.net | 提供:技术文档、开源代码、SDK/API、可下载资源 | 相关词:开源、sdk、api、游戏、game、ai、模板、template | 摘要:“bwiki<em>:</em><em>Bilibili</em> MediaWiki API”是一个面向<em>Bilibili</em><em>游戏</em>社区生态中BWIKI（即 biligame<em>.</em><em>com</em> 域名下的MediaWiki站点）定制开发的Python SDK工具包，其核心目标是为开发者、维基编辑者、自动化维护人员及社区内容运营者提供一套稳定、安
57,75.06,80,88.0,62.0,58,55.0,教程视频,csdn,wenku.csdn.net,site:download.csdn.net ai聊天机器人 下载,https://wenku.csdn.net/answer/92fa7f88e74811edbcb5fa163eeb3507?ops_request_misc=elastic_search_misc&request_id=d8441a2571c04c759883be59e673eeb0&biz_id=&utm_medium=distribute.pc_search_result.none-task-chatgpt-2~all~ElasticSearch~search_v2-1-92fa7f88e74811edbcb5fa163eeb3507-null-null.142^v102^pc_search_result_base4&utm_term=site%3Acsdn.net%20AI%20%E6%B8%B8%E6%88%8F%E5%BC%80%E5%8F%91%20Godot,技术文档|开源代码|数据集|教程|可下载资源,AI辅助游戏创作与智能体,site:csdn.net AI 游戏开发 Godot,【教程视频】site:download.csdn.net ai聊天机器人 下载 | 来源:csdn | 站点:wenku.csdn.net | 提供:技术文档、开源代码、数据集、教程、可下载资源 | 相关词:开源、ai、教程、csdn | 摘要:本文介绍了如何在<em>CSDN</em>网站中通过搜索引擎找到并下载<em>AI</em>聊天机器人。<em>CSDN</em>作为国内知名的IT社区，提供了丰富的开源软件、技术文档和教程资源，是IT从业者和技术爱好者的理想选择。
58,74.98,100,70.0,62.0,44,55.0,教程视频,csdn,wenku.csdn.net,小游戏-打飞机（包括源代码和开发文档）,https://wenku.csdn.net/doc/35tdbf9adk?ops_request_misc=elastic_search_misc&request_id=bd50102e9dd6459f87910ecd03c53ac7&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-5-35tdbf9adk-null-null.142^v102^pc_search_result_base4&utm_term=data%20driven%20game%20design%20JSON%20config,模型|技术文档|教程|可下载资源,模板化与参数化游戏生成,data driven game design JSON config,【教程视频】小游戏-打飞机（包括源代码和开发文档） | 来源:csdn | 站点:wenku.csdn.net | 提供:模型、技术文档、教程、可下载资源 | 相关词:游戏、game、小游戏、独立游戏、ai、射击、反馈、碰撞 | 摘要:“小游戏-打飞机”是一个典型的2D飞行射击类（Shoot 'Em Up，简称STG）游戏项目，其核心目标是通过程序化逻辑构建一个具备完整游戏循环、可交互性、动态难度演进与视觉反馈机制的独立游戏系统。该项目不仅涵盖了经典街机游戏的核心玩法设计，更深入体现了现代游戏开发中多个关键技术模块的协同实现，是初学者理解游戏架构、算法逻辑与工程实践的理想范例。首先，从游戏类型本质出发，“飞行射击游戏”属于动作类
59,74.9,96,72.0,62.0,50,55.0,三维模型,csdn,wenku.csdn.net,塔防,https://wenku.csdn.net/doc/732p2ecth9?ops_request_misc=elastic_search_misc&request_id=5c2887f72f2b4e90ab95893b84d5e9bc&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-1-732p2ecth9-null-null.142^v102^pc_search_result_base3&utm_term=%E5%A1%94%E9%98%B2%20%E6%95%B0%E5%80%BC%E5%B9%B3%E8%A1%A1%20%E8%AE%BE%E8%AE%A1%20%E5%85%AC%E5%BC%8F,模型|技术文档|SDK/API|可下载资源,游戏手感与核心机制设计,塔防 数值平衡 设计 公式,【三维模型】塔防 | 来源:csdn | 站点:wenku.csdn.net | 提供:模型、技术文档、SDK/API、可下载资源 | 相关词:unity、3d、navmesh、api、游戏、ai、agent、智能体 | 摘要:<em>塔防</em>（Tower Defence，简称TD）是一种经典且高度策略化的游戏类型，其核心玩法围绕“防御性建筑部署”与“敌方单位沿预设路径行进”之间的动态对抗展开。从软件工程与游戏开发视角来看，“<em>塔防</em>”远非简单的“放塔打怪”表层逻辑，而是一个融合了多学科知识的复杂系统工程，涉及游戏架构<em>设计</em>、实时路径规划算法、敌方AI行为建模、模块化塔升级系统、精细化
60,74.84,96,71.0,70.0,42,55.0,教程视频,bilibili,www.bilibili.com,"【精华35分钟】这应该是全网AI Agent讲解得最透彻的教程了，从什么是A...LLM+MCP+RAG实战-从0无框架实现极简Agent客户端 OpenAI/智能体/大模型...10分钟讲清楚 Prompt, Agent, MCP 是什么_哔哩哔哩_bilibiliLLM Agent的 “Windows” 来了！AIOS如何构建LLM Agent的生态底座？_哔...",https://www.bilibili.com/video/BV1dxm6YPEDB/,模型|开源代码|教程,AI辅助游戏创作与智能体,site:bilibili.com AI assisted game development LLM agent,"【教程视频】【精华35分钟】这应该是全网AI Agent讲解得最透彻的教程了，从什么是A...LLM+MCP+RAG实战-从0无框架实现极简Agent客户端 OpenAI/ | 来源:bilibili | 站点:www.bilibili.com | 提供:模型、开源代码、教程 | 相关词:开源、github、ai、llm、mcp、agent、智能体、大模型 | 摘要:Nov 10, 2024 · 【精华35分钟】这应该是全网AI Agent讲解得最透彻的教程了，从什么是Agent到创建自己的Agent智能体！ 一次搞懂！ 大模型/LLM共计4条视频，包括：1. AI Agent是什么？ 、2. 具体案例解析（代码）、3. 如何创建自己的智能体？ 等，UP主更多精彩视频，请关注UP账号。 Apr 5, 2025 · 一口气带你学完AI agent、transfo"
61,74.84,96,71.0,70.0,42,55.0,教程视频,bilibili,www.bilibili.com,"LLM+MCP+RAG实战-从0无框架实现极简Agent客户端 OpenAI/智能体/大模型...10分钟讲清楚 Prompt, Agent, MCP 是什么_哔哩哔哩_bilibiliLLM Agent的 “Windows” 来了！AIOS如何构建LLM Agent的生态底座？_哔...",https://www.bilibili.com/video/BV1dcRqYuECf/,模型|开源代码|教程,AI辅助游戏创作与智能体,site:bilibili.com AI assisted game development LLM agent,"【教程视频】LLM+MCP+RAG实战-从0无框架实现极简Agent客户端 OpenAI/智能体/大模型...10分钟讲清楚 Prompt, Agent, MCP 是什么_ | 来源:bilibili | 站点:www.bilibili.com | 提供:模型、开源代码、教程 | 相关词:开源、github、ai、llm、mcp、agent、智能体、大模型 | 摘要:Apr 5, 2025 · 一口气带你学完AI agent、transformer、LangChain 、RAG 等大模型核心知识点！ 简直不要太爽！ ，Agent五大项目（LLM+数字人+LangChain+问答系统+商业级智能体）教程，从入门到实战简直配享太庙！ 大模型入门到进阶，一套全解决！ Agentic AI—附带课件代码，【闪客】一口气拆穿Skill/MCP/RAG/Agent/Ope"
62,74.84,96,71.0,70.0,42,55.0,教程视频,bilibili,www.bilibili.com,"10分钟讲清楚 Prompt, Agent, MCP 是什么_哔哩哔哩_bilibiliLLM Agent的 “Windows” 来了！AIOS如何构建LLM Agent的生态底座？_哔...",https://www.bilibili.com/video/BV1aeLqzUE6L/,模型|开源代码|教程,AI辅助游戏创作与智能体,site:bilibili.com AI assisted game development LLM agent,"【教程视频】10分钟讲清楚 Prompt, Agent, MCP 是什么_哔哩哔哩_bilibiliLLM Agent的 “Windows” 来了！AIOS如何构建LLM  | 来源:bilibili | 站点:www.bilibili.com | 提供:模型、开源代码、教程 | 相关词:开源、github、ai、llm、mcp、agent、大模型、bilibili | 摘要:大模型入门到进阶，一套全解决！ Agentic AI—附带课件代码，【闪客】一口气拆穿Skill/MCP/RAG/Agent/OpenClaw底层逻辑，从 LLM 到 Agent Skill，一期视频带你打通底层逻辑！ 以第一作者身份在ACL、AAAI、COLING等会议上发表多篇论文，GitHub开源项目星标9千余次，多次登顶Github Trending。 主持人： 华文越，Rutgers博士"
63,74.32,100,71.0,70.0,26,55.0,教程视频,bilibili,www.bilibili.com,利用AI技术生成教育游戏_哔哩哔哩_bilibili国家中小学智慧教育平台案例游戏互动制作方法教程_哔哩哔哩_bilibili14岁，一个人，已经做好一款让人醒的游戏_哔哩哔哩_bilibili想让课堂更有趣？用AI生成互动小游戏试试！AI赋能教育，三款工具哪个...早期教育：在游戏中学习_哔哩哔哩_bilibili教育类游戏化app设计_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1WuzpYCEzX/,开源代码|教程,K12教育游戏与展陈,site:bilibili.com 教育游戏 设计 儿童 14岁,【教程视频】利用AI技术生成教育游戏_哔哩哔哩_bilibili国家中小学智慧教育平台案例游戏互动制作方法教程_哔哩哔哩_bilibili14岁，一个人，已经做好一款让人醒 | 来源:bilibili | 站点:www.bilibili.com | 提供:开源代码、教程 | 相关词:开源、游戏、小游戏、独立游戏、ai、智能体、生成、教育游戏 | 摘要:开发一款用于教育目的的互动游戏，旨在伴随儿童认知发展而持续更新。 游戏可部署于触屏学习机，并在公开平台上开源，以供更广泛的应用和定制。 项目目标是利用AI技术生成教育游戏，简化部署过程，支持多终端使用，包括平板和教学设备。 这个是在中国数字博物馆当中有的这些游戏项目，那除了这样的游戏呢，可以看一下包括它里面有自然科学、宇宙探索益智乐园、防震减灾、虚拟生活等等的，有非常非常多的游戏模块，可以供我们老
64,74.26,100,66.0,62.0,48,55.0,地图数据,csdn,wenku.csdn.net,RPG单机游戏圣剑英雄传1源代码,https://wenku.csdn.net/doc/12fn9vy7xr?ops_request_misc=elastic_search_misc&request_id=bd50102e9dd6459f87910ecd03c53ac7&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-6-12fn9vy7xr-null-null.142^v102^pc_search_result_base4&utm_term=data%20driven%20game%20design%20JSON%20config,地图|模型|教程|可下载资源,模板化与参数化游戏生成,data driven game design JSON config,"【地图数据】RPG单机游戏圣剑英雄传1源代码 | 来源:csdn | 站点:wenku.csdn.net | 提供:地图、模型、教程、可下载资源 | 相关词:unity、地图、tile、手柄、游戏、game、ai、数值 | 摘要:RPG单机游戏《圣剑英雄传1》（英雄救美版）的源代码是一份极具教学与实践价值的游戏开发工程资产，其核心涵盖经典角色扮演游戏（Role-Playing <em>Game</em>, RPG）的完整架构设计、底层逻辑实现、资源组织规范及跨平台适配思路。从标题与描述可见，“圣剑英雄传1”并非商业级3A大作，而是典型的中小型国产单机RPG项目，以“英雄救美”为叙事主线，强调剧情驱动、回合制或半即时战斗、角"
65,74.04,76,68.0,88.0,52,95.0,开源代码,github,github.com,codewithtom/godot-top-down-shooter,https://github.com/codewithtom/godot-top-down-shooter,地图|开源代码|可下载资源|涉及授权/版权,Godot游戏设计与GDScript,Godot top down shooter tutorial,【开源代码】codewithtom/godot-top-down-shooter | 来源:github | 站点:github.com | 提供:地图、开源代码、可下载资源、涉及授权/版权 | 相关词:tile、github、godot、gdscript | 摘要:Top Down Shooter Tutorial | ⭐15 | 语言:GDScript | 更新:2026-05-30T02:37:52Z
66,74.04,80,88.0,60.0,52,55.0,教程视频,juejin,juejin.cn,godot-rust（gdext）你的第一个2D游戏 - 5godot-rust（gdext...,https://juejin.cn/post/7600837236619870260,技术文档|开源代码|教程|SDK/API,Godot游戏设计与GDScript,site:juejin.cn Godot top down shooter tutorial,【教程视频】godot-rust（gdext）你的第一个2D游戏 - 5godot-rust（gdext... | 来源:juejin | 站点:juejin.cn | 提供:技术文档、开源代码、教程、SDK/API | 相关词:api、demo、github、godot、游戏、game、ai、生成 | 摘要:godot-rust（gdext）你的第一个2D游戏 - 5.本文以你的第一个 2D 游戏 — Godot Engine (4.5) 简体中文文档为蓝本撰写，godot-rust提供了该教程的一个rust的实现dodge-the-creeps，与本文方法会稍有不同。
67,73.74,100,60.0,62.0,32,95.0,地图数据,csdn,blog.csdn.net,终极指南：如何使用Tiled地图模板创建可配置关卡模板,https://blog.csdn.net/gitblog_00395/article/details/152068797?ops_request_misc=elastic_search_misc&request_id=fa41081d44a14882b911e685c1ef1669&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-1-152068797-null-null.142^v102^pc_search_result_base7&utm_term=%E6%B8%B8%E6%88%8F%20%E6%A8%A1%E6%9D%BF%20%E5%8F%82%E6%95%B0%E5%8C%96%20%E5%85%B3%E5%8D%A1%20%E9%85%8D%E7%BD%AE,地图|技术文档,模板化与参数化游戏生成,游戏 模板 参数化 关卡 配置,【地图数据】终极指南：如何使用Tiled地图模板创建可配置关卡模板 | 来源:csdn | 站点:blog.csdn.net | 提供:地图、技术文档 | 相关词:地图、tile、游戏、关卡、模板、参数化 | 摘要:本文详解Tiled地图编辑器的<em>模板</em>功能，涵盖<em>模板</em>创建、实例化、<em>参数化</em><em>配置</em>及管理最佳实践。重点介绍如何通过自定义属性、图层控制与Python插件实现<em>关卡</em>元素的可<em>配置</em>复用，提升2D<em>游戏</em><em>关卡</em>开发效率与一致性。
68,72.83,96,70.0,65.0,34,55.0,开源代码,web,blog.csdn.net,Godot-MCP终极指南：5分钟实现AI驱动的游戏开发革命-CSDN博客,https://blog.csdn.net/gitblog_00671/article/details/160764131,技术文档|开源代码,AI辅助游戏创作与智能体,site:csdn.net AI 游戏开发 Godot,"【开源代码】Godot-MCP终极指南：5分钟实现AI驱动的游戏开发革命-CSDN博客 | 来源:web | 站点:blog.csdn.net | 提供:技术文档、开源代码 | 相关词:开源、godot、游戏、ai、mcp、csdn | 摘要:May 4, 2026 · 在当今快速发展的游戏开发领域，Godot-MCP正引领着一场前所未有的AI游戏开发革命。 这个开源项目通过Model Context Protocol为Godot引擎带来了智能协作能力，让开发者能够用自然语言与AI助手直接对话，将创意想法实时转化为可运行的代码和场景。"
69,72.83,96,70.0,65.0,34,55.0,开源代码,web,blog.csdn.net,终极指南：如何用AI自然语言编程颠覆你的Godot游戏开发流程-CSDN博客,https://blog.csdn.net/gitblog_00447/article/details/160371072,技术文档|开源代码,AI辅助游戏创作与智能体,site:csdn.net AI 游戏开发 Godot,"【开源代码】终极指南：如何用AI自然语言编程颠覆你的Godot游戏开发流程-CSDN博客 | 来源:web | 站点:blog.csdn.net | 提供:技术文档、开源代码 | 相关词:开源、godot、游戏、ai、mcp、csdn | 摘要:Apr 21, 2026 · 想象一下，只需用自然语言描述你的游戏想法，AI就能直接在Godot引擎中为你实现场景、脚本和逻辑。 这就是 Godot-MCP 带来的革命性体验——一个让AI助手与Godot引擎无缝协作的开源工具，彻底改变了传统游戏开发的工作流。"
70,72.4,88,78.0,60.0,40,55.0,教程视频,juejin,juejin.cn,爆肝推荐！GitHub上这个「游戏项目」，竟能让CUDA新手秒变大神 ...,https://juejin.cn/post/7478129452679315506,技术文档|开源代码|教程,游戏手感与核心机制设计,site:juejin.cn 推理解谜 游戏 关卡 设计,【教程视频】爆肝推荐！GitHub上这个「游戏项目」，竟能让CUDA新手秒变大神 ... | 来源:juejin | 站点:juejin.cn | 提供:技术文档、开源代码、教程 | 相关词:github、游戏、ai、关卡、游戏化、教程 | 摘要:2025年3月5日 · 作为一个CUDA编程的**“游戏化”入门神器**，它用14个趣味解谜关卡 ... 1. 把CUDA编程变成“解谜游戏”. 传统CUDA教程：啃文档→写代码→调试到怀疑 ...
71,72.22,88,70.0,62.0,56,55.0,地图数据,csdn,wenku.csdn.net,设计沉思录 如何开发一款休闲小游戏？.docx,https://wenku.csdn.net/doc/86hiuzcpuy?ops_request_misc=elastic_search_misc&request_id=22b8595ac7c44b7fb47dfd0bf8ed1365&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-1-86hiuzcpuy-null-null.142^v102^pc_search_result_base7&utm_term=%E4%BC%91%E9%97%B2%E5%B0%8F%E6%B8%B8%E6%88%8F%20%E6%A0%B8%E5%BF%83%E5%BE%AA%E7%8E%AF%20%E8%AE%BE%E8%AE%A1,地图|模型|技术文档|可下载资源,游戏手感与核心机制设计,休闲小游戏 核心循环 设计,"【地图数据】设计沉思录 如何开发一款休闲小游戏？.docx | 来源:csdn | 站点:wenku.csdn.net | 提供:地图、模型、技术文档、可下载资源 | 相关词:unity、三维、地图、demo、游戏、小游戏、反馈、数值 | 摘要:资源摘要信息:""<em>设计</em>沉思录｜如何开发一款<em>休闲</em><em>小游戏</em>？——系统化解析<em>休闲</em>游戏全生命周期开发方法论与跨职能协同实践路径""<em>休闲</em><em>小游戏</em>虽以“轻量”“易上手”“碎片化”为表征，但其背后是一套高度精密、环环相扣、多学科深度耦合的专业开发体系。它绝非“小而简”的代名词，而是融合用户心理学、行为经济学、交互"
72,72.1,88,72.0,62.0,50,55.0,三维模型,csdn,wenku.csdn.net,Python-go实现西瓜视频花椒直播冲顶大会芝士超人等平台智能答题,https://wenku.csdn.net/doc/oe97fh1c7n?ops_request_misc=elastic_search_misc&request_id=442d4ffdfc8a4f9c88ee54805eb919e9&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-5-oe97fh1c7n-null-null.142^v102^pc_search_result_base1&utm_term=site%3Azhihu.com%20AI%20%E8%BE%85%E5%8A%A9%20%E7%8B%AC%E7%AB%8B%E6%B8%B8%E6%88%8F%20%E5%BC%80%E5%8F%91,模型|技术文档|SDK/API|可下载资源,AI辅助游戏创作与智能体,site:zhihu.com AI 辅助 独立游戏 开发,【三维模型】Python-go实现西瓜视频花椒直播冲顶大会芝士超人等平台智能答题 | 来源:csdn | 站点:wenku.csdn.net | 提供:模型、技术文档、SDK/API、可下载资源 | 相关词:sdk、api、ai、agent、大模型、模板、生成 | 摘要:该标题与描述所指向的技术实践，本质上是构建一套面向多款国内主流直播答题类App（如西瓜视频“百万英雄”、花椒直播“百万赢家”、冲顶大会、芝士超人等）的自动化智能答题系统，其核心技术栈横跨Python与Go语言双生态，融合了计算机视觉（OCR）、自然语言处理（NLP）、网络协议逆向分析、高频HTTP/HTTPS接口通信、图像预处理流水线、动态题库检索匹配、实时响应调度以及跨平台兼容性适配等多重高阶工
73,72.08,96,70.0,60.0,34,55.0,开源代码,juejin,juejin.cn,这 7 个神级开源 MCP 项目，让你的 AI 起飞。 01、EdgeOne Pages...,https://juejin.cn/post/7520438271593496627,技术文档|开源代码,AI辅助游戏创作与智能体,site:juejin.cn AI 生成游戏 Godot Cursor MCP,【开源代码】这 7 个神级开源 MCP 项目，让你的 AI 起飞。 01、EdgeOne Pages... | 来源:juejin | 站点:juejin.cn | 提供:技术文档、开源代码 | 相关词:开源、游戏、小游戏、ai、cursor、mcp | 摘要:你看，使用这个 MCP 服务，可以直接把 AI 写的 2048 小游戏部署它起来。当你用 Cursor、VS Code 等工具里 AI 写代码时，只需在提示词里加上 use context7 这个指令，它写代码的时候，就能拉取你所用库的最新、最准确的官方文档和代码示例。
74,72.08,88,68.0,88.0,34,45.0,开源代码,github,github.com,Boyquotes/Tower-Defense-1,https://github.com/Boyquotes/Tower-Defense-1,开源代码|可下载资源|涉及授权/版权,Godot游戏设计与GDScript,Godot tower defense game design,【开源代码】Boyquotes/Tower-Defense-1 | 来源:github | 站点:github.com | 提供:开源代码、可下载资源、涉及授权/版权 | 相关词:github、godot、gdscript、game、ai | 摘要:Another Project to learn game design and the Godot engine | ⭐0 | 语言:unknown | 更新:2023-05-22T11:07:23Z
75,71.75,84,78.0,65.0,40,55.0,教程视频,web,blog.csdn.net,Godot引擎4.0入门指南：从零构建你的第一个2D游戏场景-CSDN博客,https://blog.csdn.net/weixin_29007243/article/details/158983179,技术文档|开源代码|教程,Godot游戏设计与GDScript,Godot 4 2D 游戏设计 教程,"【教程视频】Godot引擎4.0入门指南：从零构建你的第一个2D游戏场景-CSDN博客 | 来源:web | 站点:blog.csdn.net | 提供:技术文档、开源代码、教程 | 相关词:开源、godot、游戏、教程、csdn | 摘要:Mar 13, 2026 · 文章浏览阅读356次，点赞7次，收藏5次。本文是Godot引擎4.0的入门指南，详细介绍了如何从零开始构建第一个2D游戏场景。通过核心概念节点与场景的解析，结合实战教程，帮助开发者快速上手这款轻量高效的开源游戏引擎，轻松创建可运行的游戏原型。_godot入门"
76,71.7,100,58.0,62.0,20,95.0,开源代码,csdn,blog.csdn.net,Godot MCP Pro：AI助手实时操控游戏引擎，告别重复编辑器操作,https://blog.csdn.net/weixin_30325971/article/details/98114473?ops_request_misc=elastic_search_misc&request_id=84e92ed179554deabfb1139e239bb78f&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-5-98114473-null-null.142^v102^pc_search_result_base4&utm_term=AI%20%E7%94%9F%E6%88%90%E6%B8%B8%E6%88%8F%20Godot%20Cursor%20MCP,开源代码,AI辅助游戏创作与智能体,AI 生成游戏 Godot Cursor MCP,【开源代码】Godot MCP Pro：AI助手实时操控游戏引擎，告别重复编辑器操作 | 来源:csdn | 站点:blog.csdn.net | 提供:开源代码 | 相关词:开源、godot、游戏、ai、cursor、mcp | 摘要:<em>Godot</em> <em>MCP</em> Pro是一款基于Model Context Protocol（<em>MCP</em>）的开源桥梁服务器，通过WebSocket + JSON-RPC协议实现<em>AI</em>助手（如Claude Code、<em>Cursor</em>等）与<em>Godot</em> 4.x编辑器的实时双向交互。它支持自然语言驱动的节点创建、属性修改
77,71.7,100,58.0,62.0,20,95.0,开源代码,csdn,blog.csdn.net,Godot-MCP-Pro：基于MCP协议实现AI与Godot引擎深度集成,https://blog.csdn.net/weixin_30765577/article/details/99106651?ops_request_misc=elastic_search_misc&request_id=84e92ed179554deabfb1139e239bb78f&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-6-99106651-null-null.142^v102^pc_search_result_base4&utm_term=AI%20%E7%94%9F%E6%88%90%E6%B8%B8%E6%88%8F%20Godot%20Cursor%20MCP,开源代码,AI辅助游戏创作与智能体,AI 生成游戏 Godot Cursor MCP,【开源代码】Godot-MCP-Pro：基于MCP协议实现AI与Godot引擎深度集成 | 来源:csdn | 站点:blog.csdn.net | 提供:开源代码 | 相关词:开源、godot、gdscript、ai、cursor、mcp | 摘要:<em>Godot</em>-<em>MCP</em>-Pro 是一个基于 Model Context Protocol（<em>MCP</em>）协议的开源服务器，专为 <em>Godot</em> 引擎设计，实现 <em>AI</em> 助手（如 Claude Desktop、<em>Cursor</em>）与项目上下文的深度对接。它通过模块化工具链提供场景树解析、GDScript AST 分
78,71.24,96,63.0,70.0,32,55.0,教程视频,bilibili,www.bilibili.com,在Godot 4中创建一个完整的2D幸存者风格游戏_哔哩哔哩_bilibili【dev log】camera debug和coyote-time土狼跳_蔚蓝Godot 2D游戏开发 - Godot 2D Academy: Master 2D Games with Godot 4...,https://www.bilibili.com/video/BV1Kh4y1C7kG/,地图|教程|可下载资源,Godot游戏设计与GDScript,site:bilibili.com Godot platformer game feel coyote jump,"【教程视频】在Godot 4中创建一个完整的2D幸存者风格游戏_哔哩哔哩_bilibili【dev log】camera debug和coyote-time土狼跳_蔚蓝Go | 来源:bilibili | 站点:www.bilibili.com | 提供:地图、教程、可下载资源 | 相关词:地图、godot、游戏、game、bilibili | 摘要:在Godot 4中创建一个完整的2D幸存者风格游戏共计16条视频，包括：1. Godot Download, Orientation, and Setup【1. Starting Out】、2. Creating the Player、3. Player Movement等，UP主更多精彩视频，请关注UP账号。 还有一堆bug，展示了下土狼跳coyote-time，以及一个我现在认为的一个坑-一个"
79,71.1,80,80.0,58.0,50,55.0,教程视频,zhihu,www.zhihu.com,zhihu.com/education/video-course/1483114387342368768,https://www.zhihu.com/education/video-course/1483114387342368768,技术文档|数据集|教程|SDK/API|可下载资源,模板化与参数化游戏生成,site:zhihu.com roguelike data driven design godot,【教程视频】zhihu.com/education/video-course/1483114387342368768 | 来源:zhihu | 站点:www.zhihu.com | 提供:技术文档、数据集、教程、SDK/API、可下载资源 | 相关词:unity、api、ai、生成、教程 | 摘要:Python Data Mining Basic Tutorial - Programmer Sought.
80,70.4,96,65.0,70.0,20,55.0,教程视频,bilibili,www.bilibili.com,【AI教程】全B站最详细AI Agent开发全套教程，手把手教你从0到1开始搭...,https://www.bilibili.com/video/BV1NiXaBYEEA/,技术文档|教程,AI辅助游戏创作与智能体,site:bilibili.com AI assisted game development LLM agent,【教程视频】【AI教程】全B站最详细AI Agent开发全套教程，手把手教你从0到1开始搭... | 来源:bilibili | 站点:www.bilibili.com | 提供:技术文档、教程 | 相关词:ai、llm、agent、智能体、教程 | 摘要:小白适用！ 学完即就业，带你玩转AI Agent！ 共计56条视频，包括：【前言】00.Agent开发学习指南、【基础篇】01.智能体概念与技术全景、【基础篇】02.智能体常用技术-LLM等，UP主更多精彩视频，请关注UP账号。
81,70.4,96,65.0,70.0,20,55.0,教程视频,bilibili,www.bilibili.com,【塞德莎】神乎其神的过法 免费类推箱解谜游戏《Pull Chain》全关卡初...【聊聊解谜游戏】面向趣味出题，回顾下我的谜题设计方法_哔哩哔哩_bil...游戏关卡设计核心教程丨玩家引导 / 关卡节奏 / 战斗设计 / 循环理论 -...解谜游戏关卡设计练习_哔哩哔哩bilibili【关卡设计】线性解密+平台跳跃关卡白盒_哔哩哔哩_bilibili如何整理和管理你的解谜游戏关卡_哔哩哔哩_bilibili【关卡策划求职】箱庭迷宫式解谜关卡——《趋光性》,https://www.bilibili.com/video/BV1zGGY64EwU/,技术文档|教程,游戏手感与核心机制设计,site:bilibili.com 推理解谜 游戏 关卡 设计,"【教程视频】【塞德莎】神乎其神的过法 免费类推箱解谜游戏《Pull Chain》全关卡初...【聊聊解谜游戏】面向趣味出题，回顾下我的谜题设计方法_哔哩哔哩_bil...游 | 来源:bilibili | 站点:www.bilibili.com | 提供:技术文档、教程 | 相关词:游戏、ai、反馈、关卡、生成、教程、bilibili | 摘要:【塞德莎】神乎其神的过法 免费类推箱解谜游戏《Pull Chain》全关卡初见直播录像合集（共14P）共计14条视频，包括：推荐与评价、【1-3大关】灯锁链 飞蛾 雪球、【第4大关】关灯等，UP主更多精彩视频，请关注UP账号。 Jun 11, 2025 · 聊聊《bloxpath》的谜题设计心路！ 从无从下手的迷茫，到用生成器和变体器摸索，再到追寻“顿悟时刻”的灵感脑暴，我分享了如何设计出有趣的谜"
